Type,Wanted station,#,CS,Info1,cx,Rx frequency MHz,KTBF dBm,Polar,Interferer,#,CS,Info1,Tx frequency MHz,Unwanted Pr dBm,Polar,TD dB,Cumulated TD dB,IRF dB,IRF from,XPD dB,Tx pow dBm,Tx BW kHz,Tx addloss dB,Tx losses dB,Tx antgain dB,Tx main OAA,Tx ant att dB,Rx BW kHz,Rx losses dB,Rx ant gain dB,Rx main OAA,Rx ant att dB,Distance m,Prop loss dB,Tx az,Tx tilt,Rx az,Rx tilt,Wind turbine unwanted power (dBm),Tx->Rx az,Tx->Rx tilt
Microwave (wanted),MOUNT AIRY,2,X_1008933,FAA 110534,1,8125,-94,H,MD,41,AR  130712,FT DETRICK,7901.167,-182.67,V,0,0,0,IRF MASK,21.1,24.73,94,0,0,58,45.56,68,30000,0,40.3,4.77,24.94,22816.5,191.61,142,40,302,0,-999,117.3,0.5
Microwave (wanted),MOUNT AIRY,2,X_1008933,FAA 110534,1,8125,-94,H,MD,42,AR  130728,FT DETRICK,7901.167,-184.67,V,0,0,0,IRF MASK,21.1,22.73,94,0,0,58,129.79,68,30000,0,40.3,4.77,24.94,22816.5,191.61,249,17,302,0,-999,117.3,0.5
Microwave (wanted),MOUNT AIRY,2,X_1008933,FAA 110534,1,8125,-94,H,MD,43,AR  130756,FT DETRICK,7901.167,-182.67,V,0,0,0,IRF MASK,21.1,24.73,94,0,0,58,129.79,68,30000,0,40.3,4.77,24.94,22816.5,191.61,249,17,302,0,-999,117.3,0.5
Microwave (wanted),MOUNT AIRY,2,X_1008933,FAA 110534,1,8125,-94,H,MD,44,AR  130766,FT MEADE,7901.167,-208.86,V,0,0,0,IRF MASK,6,22.73,94,0,0,62,139.52,72,30000,0,40.3,173.99,66,44820.1,189.89,144,38,302,0,-999,308,0.2
Microwave (wanted),MOUNT AIRY,2,X_1008933,FAA 110534,1,8125,-94,H,MD,45,AR  130767,FT MEADE,7901.167,-206.86,V,0,0,0,IRF MASK,6,24.73,94,0,0,58,139.18,68,30000,0,40.3,173.99,66,44820.1,189.89,145,38,302,0,-999,308,0.2
Microwave (wanted),MOUNT AIRY,2,X_1008933,FAA 110534,1,8125,-94,H,MD,46,AR  210709,FT MEADE,7901.302,-226.59,V,0,0,0,IRF MASK,6,13.73,94,0,0,58,156.29,68,30000,0,40.3,173.99,66,44820.11,198.62,107,11,302,0,-999,308,0.2
Microwave (wanted),MOUNT AIRY,2,X_1008933,FAA 110534,1,8125,-94,H,MD,47,AR  130729,FT DETRICK,7976.687,-182.88,V,0,0,0,IRF MASK,21.1,24.73,94,0,0,58,129.79,68,30000,0,40.3,4.77,24.94,22816.5,191.82,249,17,302,0,-999,117.3,0.5
Microwave (wanted),MOUNT AIRY,2,X_1008933,FAA 110534,1,8125,-94,H,MD,48,AR  170763,FT MEADE,7998.822,-219.57,V,0,0,0,IRF MASK,6,21.02,40000,0,0,58,60.52,68,30000,0,40.3,173.99,66,44820.11,198.89,249,16,302,0,-999,308,0.2
Microwave (wanted),MOUNT AIRY,2,X_1008933,FAA 110534,1,8125,-94,H,MD,49,AR  210737,FT MEADE,8023.562,-217.93,V,0,0,0,IRF MASK,6,22.73,94,0,0,58,60.52,68,30000,0,40.3,173.99,66,44820.11,198.96,249,16,302,0,-999,308,0.2
Microwave (wanted),MOUNT AIRY,2,X_1008933,FAA 110534,1,8125,-94,H,MD,50,AR  170790,FT DETRICK,8026.167,-185.03,V,0,0,0,IRF MASK,21.1,22.73,94,0,0,58,44.94,68,30000,0,40.3,4.78,24.94,22816.53,191.97,144,38,302,0,-999,117.3,0.5
Microwave (wanted),MOUNT AIRY,2,X_1008933,FAA 110534,1,8125,-94,H,MD,51,AR  180715,FT MEADE,8026.167,-217.93,V,0,0,0,IRF MASK,6,22.73,94,0,0,58,139.52,68,30000,0,40.3,173.99,66,44820.11,198.96,144,38,302,0,-999,308,0.2
Microwave (wanted),MOUNT AIRY,2,X_1008933,FAA 110534,1,8125,-94,H,MD,52,AR  180711,FT MEADE,8045.237,-215.31,V,0,0,0,IRF MASK,6,25.41,5510,0,0,58,60.52,68,30000,0,40.3,173.99,66,44820.11,199.02,249,16,302,0,-999,308,0.2
Microwave (wanted),MOUNT AIRY,2,X_1008933,FAA 110534,1,8125,-94,H,MD,53,AR  180714,FT MEADE,8078.271,-210.26,V,0,0,0,IRF MASK,6,30.54,7150,0,0,58,60.52,68,30000,0,40.3,173.99,66,44820.11,199.1,249,16,302,0,-999,308,0.2
Microwave (wanted),MOUNT AIRY,2,X_1008933,FAA 110534,1,8125,-94,H,MD,54,AR  170772,FT MEADE,8123.35,-216.23,V,0,0,0,IRF MASK,6,24.7,741.42,0,0,57,139.52,67,30000,0,40.3,173.99,66,44820.11,199.23,144,38,302,0,-999,308,0.2
Microwave (wanted),MOUNT AIRY,2,X_1008933,FAA 110534,1,8125,-94,H,MD,55,AR  130819,FT MEADE,8143.442,-219.1,V,0,0,0,IRF MASK,6,21.88,1940,0,0,58,139.52,68,30000,0,40.3,173.99,66,44820.11,199.28,144,38,302,0,-999,308,0.2
Microwave (wanted),MOUNT AIRY,2,X_1008933,FAA 110534,1,8125,-94,H,MD,56,AR  210736,FT MEADE,8151.167,-218.27,V,0,0,0,IRF MASK,6,22.73,94,0,0,58,60.52,68,30000,0,40.3,173.99,66,44820.11,199.3,249,16,302,0,-999,308,0.2
Microwave (wanted),MOUNT AIRY,2,X_1008933,FAA 110534,1,8125,-94,H,MD,57,AR  170769,FT MEADE,8180.4,-226.08,V,0,0,0,IRF MASK,6,15,1000,0,0,57,139.52,67,30000,0,40.3,173.99,66,44820.11,199.38,144,38,302,0,-999,308,0.2
Microwave (wanted),MOUNT AIRY,2,X_1008933,FAA 110534,1,8125,-94,H,MD,58,AR  210711,FT MEADE,8276.302,-227.6,V,0,0,0,IRF MASK,6,13.73,94,0,0,58,156.29,68,30000,0,40.3,173.99,66,44820.11,199.63,107,11,302,0,-999,308,0.2
Microwave (wanted),MOUNT AIRY,2,X_1008933,FAA 110534,1,8125,-94,H,MD,59,AR  170791,FT DETRICK,8398.562,-186.05,V,0,0,0,IRF MASK,21.1,22.73,94,0,0,58,44.94,68,30000,0,40.3,4.78,24.94,22816.53,192.99,144,38,302,0,-999,117.3,0.5
Microwave (wanted),MOUNT AIRY,2,X_1008933,FAA 110534,1,8125,-94,H,MD,60,AR  180716,FT MEADE,8398.562,-218.92,V,0,0,0,IRF MASK,6,22.73,94,0,0,58,139.52,68,30000,0,40.3,173.99,66,44820.11,199.95,144,38,302,0,-999,308,0.2
Microwave (wanted),BOONSBORO,3,X_1020200,FAA 201545,1,8395,-94,V,MD,47,AR  130729,FT DETRICK,7976.687,-203.59,V,0,0,0,IRF MASK,0,24.73,94,0,0,58,28.66,67.43,30000,3.59,37.3,79.14,41.65,18460.54,210.94,249,17,14,0.1,-999,273.2,1.3
Microwave (wanted),BOONSBORO,3,X_1020200,FAA 201545,1,8395,-94,V,MD,48,AR  170763,FT MEADE,7998.822,-222.81,V,0,0,0,IRF MASK,0,21.02,40000,0,0,58,51.01,68,30000,3.59,37.3,103.57,60.64,83739.34,206.9,249,16,14,0.1,-999,297.6,0.1
Microwave (wanted),BOONSBORO,3,X_1020200,FAA 201545,1,8395,-94,V,MD,49,AR  210737,FT MEADE,8023.562,-221.17,V,0,0,0,IRF MASK,0,22.73,94,0,0,58,51.01,68,30000,3.59,37.3,103.57,60.64,83739.34,206.97,249,16,14,0.1,-999,297.6,0.1
Microwave (wanted),BOONSBORO,3,X_1020200,FAA 201545,1,8395,-94,V,MD,50,AR  170790,FT DETRICK,8026.167,-206.07,V,0,0,0,IRF MASK,0,22.73,94,0,0,58,120.53,68,30000,3.59,37.3,79.14,41.65,18460.61,210.85,144,38,14,0.1,-999,273.2,1.3
Microwave (wanted),BOONSBORO,3,X_1020200,FAA 201545,1,8395,-94,V,MD,51,AR  180715,FT MEADE,8026.167,-221.18,V,0,0,0,IRF MASK,0,22.73,94,0,0,58,135.2,68,30000,3.59,37.3,103.57,60.64,83739.34,206.97,144,38,14,0.1,-999,297.6,0.1
Microwave (wanted),BOONSBORO,3,X_1020200,FAA 201545,1,8395,-94,V,MD,52,AR  180711,FT MEADE,8045.237,-218.55,V,0,0,0,IRF MASK,0,25.41,5510,0,0,58,51.01,68,30000,3.59,37.3,103.57,60.64,83739.34,207.03,249,16,14,0.1,-999,297.6,0.1
Microwave (wanted),BOONSBORO,3,X_1020200,FAA 201545,1,8395,-94,V,MD,53,AR  180714,FT MEADE,8078.271,-213.51,V,0,0,0,IRF MASK,0,30.54,7150,0,0,58,51.01,68,30000,3.59,37.3,103.57,60.64,83739.34,207.12,249,16,14,0.1,-999,297.6,0.1
Microwave (wanted),BOONSBORO,3,X_1020200,FAA 201545,1,8395,-94,V,MD,54,AR  170772,FT MEADE,8123.35,-219.47,V,0,0,0,IRF MASK,0,24.7,741.42,0,0,57,135.2,67,30000,3.59,37.3,103.57,60.64,83739.34,207.24,144,38,14,0.1,-999,297.6,0.1
Microwave (wanted),BOONSBORO,3,X_1020200,FAA 201545,1,8395,-94,V,MD,55,AR  130819,FT MEADE,8143.442,-222.35,V,0,0,0,IRF MASK,0,21.88,1940,0,0,58,135.2,68,30000,3.59,37.3,103.57,60.64,83739.34,207.29,144,38,14,0.1,-999,297.6,0.1
Microwave (wanted),BOONSBORO,3,X_1020200,FAA 201545,1,8395,-94,V,MD,56,AR  210736,FT MEADE,8151.167,-221.52,V,0,0,0,IRF MASK,0,22.73,94,0,0,58,51.01,68,30000,3.59,37.3,103.57,60.64,83739.34,207.32,249,16,14,0.1,-999,297.6,0.1
Microwave (wanted),BOONSBORO,3,X_1020200,FAA 201545,1,8395,-94,V,MD,57,AR  170769,FT MEADE,8180.4,-229.33,V,0,0,0,IRF MASK,0,15,1000,0,0,57,135.2,67,30000,3.59,37.3,103.57,60.64,83739.34,207.39,144,38,14,0.1,-999,297.6,0.1
Microwave (wanted),BOONSBORO,3,X_1020200,FAA 201545,1,8395,-94,V,MD,58,AR  210711,FT MEADE,8276.302,-230.85,V,0,0,0,IRF MASK,0,13.73,94,0,0,58,164.44,68,30000,3.59,37.3,103.57,60.64,83739.34,207.65,107,11,14,0.1,-999,297.6,0.1
Microwave (wanted),BOONSBORO,3,X_1020200,FAA 201545,1,8395,-94,V,MD,59,AR  170791,FT DETRICK,8398.562,-207.15,V,0,0,0,IRF MASK,0,22.73,94,0,0,58,120.53,68,30000,3.59,37.3,79.14,41.65,18460.61,211.93,144,38,14,0.1,-999,273.2,1.3
Microwave (wanted),BOONSBORO,3,X_1020200,FAA 201545,1,8395,-94,V,MD,60,AR  180716,FT MEADE,8398.562,-222.18,V,0,0,0,IRF MASK,0,22.73,94,0,0,58,135.2,68,30000,3.59,37.3,103.57,60.64,83739.34,207.98,144,38,14,0.1,-999,297.6,0.1
Microwave (wanted),HIGHFIELD CASCADE,4,X_1020200,FAA 201547,1,8035,-94,V,MD,39,N   153584,ST INIGOES,7900,-178.25,V,0,0,0,IRF MASK,0,53.38,6880,0,0,40,139.84,50,30000,3.59,37.2,42.21,40.58,197297.98,214.66,144.3,39,194,-0.4,-999,152.5,-0.5
Microwave (wanted),HIGHFIELD CASCADE,4,X_1020200,FAA 201547,1,8035,-94,V,MD,40,AR  120812,FT MEADE,7901.167,-200.38,V,0,0,0,IRF MASK,0,22.73,94,0,0,58,68.28,68,30000,3.59,37.2,58.12,41.95,92690.34,204.76,249,16,194,-0.4,-999,136.4,0.1
Microwave (wanted),HIGHFIELD CASCADE,4,X_1020200,FAA 201547,1,8035,-94,V,MD,41,AR  130712,FT DETRICK,7901.167,-200.9,V,0,0,0,IRF MASK,0,24.73,94,0,0,58,136.49,68,30000,3.59,37.2,30.98,37.23,30041.36,212.01,142,40,194,-0.4,-999,163.1,1
Microwave (wanted),HIGHFIELD CASCADE,4,X_1020200,FAA 201547,1,8035,-94,V,MD,42,AR  130728,FT DETRICK,7901.167,-202.9,V,0,0,0,IRF MASK,0,22.73,94,0,0,58,93.96,68,30000,3.59,37.2,30.98,37.23,30041.36,212.01,249,17,194,-0.4,-999,163.1,1
Microwave (wanted),HIGHFIELD CASCADE,4,X_1020200,FAA 201547,1,8035,-94,V,MD,43,AR  130756,FT DETRICK,7901.167,-200.9,V,0,0,0,IRF MASK,0,24.73,94,0,0,58,93.96,68,30000,3.59,37.2,30.98,37.23,30041.36,212.01,249,17,194,-0.4,-999,163.1,1
Microwave (wanted),HIGHFIELD CASCADE,4,X_1020200,FAA 201547,1,8035,-94,V,MD,44,AR  130766,FT MEADE,7901.167,-200.38,V,0,0,0,IRF MASK,0,22.73,94,0,0,62,141.44,72,30000,3.59,37.2,58.12,41.95,92690.34,204.76,144,38,194,-0.4,-999,136.4,0.1
Microwave (wanted),HIGHFIELD CASCADE,4,X_1020200,FAA 201547,1,8035,-94,V,MD,45,AR  130767,FT MEADE,7901.167,-198.38,V,0,0,0,IRF MASK,0,24.73,94,0,0,58,141.26,68,30000,3.59,37.2,58.12,41.95,92690.34,204.76,145,38,194,-0.4,-999,136.4,0.1
Microwave (wanted),HIGHFIELD CASCADE,4,X_1020200,FAA 201547,1,8035,-94,V,MD,46,AR  210709,FT MEADE,7901.302,-218.28,V,0,0,0,IRF MASK,0,13.73,94,0,0,58,148.84,68,30000,3.59,37.2,58.12,41.95,92690.34,213.67,107,11,194,-0.4,-999,136.4,0.1
Microwave (wanted),HIGHFIELD CASCADE,4,X_1020200,FAA 201547,1,8035,-94,V,MD,47,AR  130729,FT DETRICK,7976.687,-201.1,V,0,0,0,IRF MASK,0,24.73,94,0,0,58,93.96,68,30000,3.59,37.2,30.98,37.23,30041.36,212.21,249,17,194,-0.4,-999,163.1,1
Microwave (wanted),HIGHFIELD CASCADE,4,X_1020200,FAA 201547,1,8035,-94,V,MD,48,AR  170763,FT MEADE,7998.822,-211.27,V,0,0,0,IRF MASK,0,21.02,40000,0,0,58,68.28,68,30000,3.59,37.2,58.12,41.95,92690.34,213.95,249,16,194,-0.4,-999,136.4,0.1
Microwave (wanted),HIGHFIELD CASCADE,4,X_1020200,FAA 201547,1,8035,-94,V,MD,49,AR  210737,FT MEADE,8023.562,-209.63,V,0,0,0,IRF MASK,0,22.73,94,0,0,58,68.28,68,30000,3.59,37.2,58.12,41.95,92690.34,214.02,249,16,194,-0.4,-999,136.4,0.1
Microwave (wanted),HIGHFIELD CASCADE,4,X_1020200,FAA 201547,1,8035,-94,V,MD,50,AR  170790,FT DETRICK,8026.167,-203.36,V,0,0,0,IRF MASK,0,22.73,94,0,0,58,139.02,68,30000,3.59,37.2,30.98,37.23,30041.41,212.47,144,38,194,-0.4,-999,163.1,1
Microwave (wanted),HIGHFIELD CASCADE,4,X_1020200,FAA 201547,1,8035,-94,V,MD,51,AR  180715,FT MEADE,8026.167,-209.64,V,0,0,0,IRF MASK,0,22.73,94,0,0,58,141.44,68,30000,3.59,37.2,58.12,41.95,92690.34,214.03,144,38,194,-0.4,-999,136.4,0.1
Microwave (wanted),HIGHFIELD CASCADE,4,X_1020200,FAA 201547,1,8035,-94,V,MD,52,AR  180711,FT MEADE,8045.237,-207.02,V,0,0,0,IRF MASK,0,25.41,5510,0,0,58,68.28,68,30000,3.59,37.2,58.12,41.95,92690.34,214.08,249,16,194,-0.4,-999,136.4,0.1
Microwave (wanted),HIGHFIELD CASCADE,4,X_1020200,FAA 201547,1,8035,-94,V,MD,53,AR  180714,FT MEADE,8078.271,-201.98,V,0,0,0,IRF MASK,0,30.54,7150,0,0,58,68.28,68,30000,3.59,37.2,58.12,41.95,92690.34,214.18,249,16,194,-0.4,-999,136.4,0.1
Microwave (wanted),HIGHFIELD CASCADE,4,X_1020200,FAA 201547,1,8035,-94,V,MD,54,AR  170772,FT MEADE,8123.35,-207.95,V,0,0,0,IRF MASK,0,24.7,741.42,0,0,57,141.44,67,30000,3.59,37.2,58.12,41.95,92690.34,214.31,144,38,194,-0.4,-999,136.4,0.1
Microwave (wanted),HIGHFIELD CASCADE,4,X_1020200,FAA 201547,1,8035,-94,V,MD,55,AR  130819,FT MEADE,8143.442,-210.83,V,0,0,0,IRF MASK,0,21.88,1940,0,0,58,141.44,68,30000,3.59,37.2,58.12,41.95,92690.34,214.36,144,38,194,-0.4,-999,136.4,0.1
Microwave (wanted),HIGHFIELD CASCADE,4,X_1020200,FAA 201547,1,8035,-94,V,MD,56,AR  210736,FT MEADE,8151.167,-210,V,0,0,0,IRF MASK,0,22.73,94,0,0,58,68.28,68,30000,3.59,37.2,58.12,41.95,92690.34,214.39,249,16,194,-0.4,-999,136.4,0.1
Microwave (wanted),HIGHFIELD CASCADE,4,X_1020200,FAA 201547,1,8035,-94,V,MD,57,AR  170769,FT MEADE,8180.4,-217.81,V,0,0,0,IRF MASK,0,15,1000,0,0,57,141.44,67,30000,3.59,37.2,58.12,41.95,92690.34,214.47,144,38,194,-0.4,-999,136.4,0.1
Microwave (wanted),HIGHFIELD CASCADE,4,X_1020200,FAA 201547,1,8035,-94,V,MD,58,AR  210711,FT MEADE,8276.302,-219.35,V,0,0,0,IRF MASK,0,13.73,94,0,0,58,148.84,68,30000,3.59,37.2,58.12,41.95,92690.34,214.74,107,11,194,-0.4,-999,136.4,0.1
Microwave (wanted),HIGHFIELD CASCADE,4,X_1020200,FAA 201547,1,8035,-94,V,MD,59,AR  170791,FT DETRICK,8398.562,-204.32,V,0,0,0,IRF MASK,0,22.73,94,0,0,58,139.02,68,30000,3.59,37.2,30.98,37.23,30041.41,213.43,144,38,194,-0.4,-999,163.1,1
Microwave (wanted),HIGHFIELD CASCADE,4,X_1020200,FAA 201547,1,8035,-94,V,MD,60,AR  180716,FT MEADE,8398.562,-210.69,V,0,0,0,IRF MASK,0,22.73,94,0,0,58,141.44,68,30000,3.59,37.2,58.12,41.95,92690.34,215.08,144,38,194,-0.4,-999,136.4,0.1
Microwave (wanted),BOONSBORO,5,X_1020200_,FAA 201545,1,8125,-94,V,MD,39,N   153584,ST INIGOES,7900,-197.83,V,0,0,0,IRF MASK,0,53.38,6880,0,0,40,140.56,50,30000,3.59,37.3,130.78,62,178762.03,212.92,144.3,39,14,0.1,-999,324.8,-0.4
Microwave (wanted),BOONSBORO,5,X_1020200_,FAA 201545,1,8125,-94,V,MD,40,AR  120812,FT MEADE,7901.167,-212.9,V,0,0,0,IRF MASK,0,22.73,94,0,0,58,51.01,68,30000,3.59,37.3,103.57,60.64,83739.34,198.7,249,16,14,0.1,-999,297.6,0.1
Microwave (wanted),BOONSBORO,5,X_1020200_,FAA 201545,1,8125,-94,V,MD,41,AR  130712,FT DETRICK,7901.167,-203.93,V,0,0,0,IRF MASK,0,24.73,94,0,0,58,121.01,68,30000,3.59,37.3,79.14,41.65,18460.54,210.72,142,40,14,0.1,-999,273.2,1.3
Microwave (wanted),BOONSBORO,5,X_1020200_,FAA 201545,1,8125,-94,V,MD,42,AR  130728,FT DETRICK,7901.167,-205.36,V,0,0,0,IRF MASK,0,22.73,94,0,0,58,28.66,67.43,30000,3.59,37.3,79.14,41.65,18460.54,210.72,249,17,14,0.1,-999,273.2,1.3
Microwave (wanted),BOONSBORO,5,X_1020200_,FAA 201545,1,8125,-94,V,MD,43,AR  130756,FT DETRICK,7901.167,-203.36,V,0,0,0,IRF MASK,0,24.73,94,0,0,58,28.66,67.43,30000,3.59,37.3,79.14,41.65,18460.54,210.72,249,17,14,0.1,-999,273.2,1.3
Microwave (wanted),BOONSBORO,5,X_1020200_,FAA 201545,1,8125,-94,V,MD,44,AR  130766,FT MEADE,7901.167,-212.9,V,0,0,0,IRF MASK,0,22.73,94,0,0,62,135.2,72,30000,3.59,37.3,103.57,60.64,83739.34,198.7,144,38,14,0.1,-999,297.6,0.1
Microwave (wanted),BOONSBORO,5,X_1020200_,FAA 201545,1,8125,-94,V,MD,45,AR  130767,FT MEADE,7901.167,-210.9,V,0,0,0,IRF MASK,0,24.73,94,0,0,58,134.71,68,30000,3.59,37.3,103.57,60.64,83739.34,198.7,145,38,14,0.1,-999,297.6,0.1
Microwave (wanted),BOONSBORO,5,X_1020200_,FAA 201545,1,8125,-94,V,MD,46,AR  210709,FT MEADE,7901.302,-229.83,V,0,0,0,IRF MASK,0,13.73,94,0,0,58,164.44,68,30000,3.59,37.3,103.57,60.64,83739.34,206.63,107,11,14,0.1,-999,297.6,0.1
Microwave (wanted),BOONSBORO,5,X_1020200_,FAA 201545,1,8125,-94,V,MD,47,AR  130729,FT DETRICK,7976.687,-203.59,V,0,0,0,IRF MASK,0,24.73,94,0,0,58,28.66,67.43,30000,3.59,37.3,79.14,41.65,18460.54,210.94,249,17,14,0.1,-999,273.2,1.3
